weekday,hour,dteday,sum_cnt,mean_cnt,min_cnt,max_cnt,std_cnt
Monday,17,2012-07-02,747,747.0,747,747,
Monday,17,2012-07-09,849,849.0,849,849,
Monday,17,2012-07-16,755,755.0,755,755,
Monday,17,2012-07-23,847,847.0,847,847,
Monday,17,2012-07-30,827,827.0,827,827,
Monday,17,2012-08-06,858,858.0,858,858,
Monday,17,2012-08-13,818,818.0,818,818,
Monday,17,2012-08-20,893,893.0,893,893,
Monday,17,2012-08-27,845,845.0,845,845,
Monday,17,2012-09-03,498,498.0,498,498,
Monday,17,2012-09-10,871,871.0,871,871,
Monday,17,2012-09-17,842,842.0,842,842,
Monday,17,2012-09-24,898,898.0,898,898,
Monday,17,2012-10-01,856,856.0,856,856,
Monday,17,2012-10-08,497,497.0,497,497,
Monday,17,2012-10-15,766,766.0,766,766,
Monday,17,2012-10-22,922,922.0,922,922,
Monday,17,2012-11-05,638,638.0,638,638,
Monday,17,2012-11-12,596,596.0,596,596,
Monday,17,2012-11-19,619,619.0,619,619,
Monday,17,2012-11-26,553,553.0,553,553,
Monday,17,2012-12-03,708,708.0,708,708,
Monday,17,2012-12-10,616,616.0,616,616,
Monday,17,2012-12-17,495,495.0,495,495,
Monday,17,2012-12-24,26,26.0,26,26,
Monday,17,2012-12-31,164,164.0,164,164,
Monday,18,2011-01-03,157,157.0,157,157,
Monday,18,2011-01-10,155,155.0,155,155,
Monday,18,2011-01-17,92,92.0,92,92,
Monday,18,2011-01-24,153,153.0,153,153,
Monday,18,2011-01-31,156,156.0,156,156,
Monday,18,2011-02-07,175,175.0,175,175,
Monday,18,2011-02-14,205,205.0,205,205,
Monday,18,2011-02-21,66,66.0,66,66,
Monday,18,2011-02-28,131,131.0,131,131,
Monday,18,2011-03-07,233,233.0,233,233,
Monday,18,2011-03-14,235,235.0,235,235,
Monday,18,2011-03-21,276,276.0,276,276,
Monday,18,2011-03-28,241,241.0,241,241,
Monday,18,2011-04-04,386,386.0,386,386,
Monday,18,2011-04-11,383,383.0,383,383,
Monday,18,2011-04-18,362,362.0,362,362,
Monday,18,2011-04-25,499,499.0,499,499,
Monday,18,2011-05-02,518,518.0,518,518,
Monday,18,2011-05-09,524,524.0,524,524,
Monday,18,2011-05-16,453,453.0,453,453,
Monday,18,2011-05-23,453,453.0,453,453,
Monday,18,2011-05-30,249,249.0,249,249,
Monday,18,2011-06-06,556,556.0,556,556,
Monday,18,2011-06-13,586,586.0,586,586,
Monday,18,2011-06-20,538,538.0,538,538,
Monday,18,2011-06-27,591,591.0,591,591,
Monday,18,2011-07-04,418,418.0,418,418,
Monday,18,2011-07-11,472,472.0,472,472,
Monday,18,2011-07-18,558,558.0,558,558,
Monday,18,2011-07-25,533,533.0,533,533,
Monday,18,2011-08-01,543,543.0,543,543,
Monday,18,2011-08-08,529,529.0,529,529,
Monday,18,2011-08-15,483,483.0,483,483,
Monday,18,2011-08-22,609,609.0,609,609,
Monday,18,2011-08-29,547,547.0,547,547,
Monday,18,2011-09-05,123,123.0,123,123,
Monday,18,2011-09-12,571,571.0,571,571,
Monday,18,2011-09-19,540,540.0,540,540,
Monday,18,2011-09-26,553,553.0,553,553,
Monday,18,2011-10-03,412,412.0,412,412,
Monday,18,2011-10-10,473,473.0,473,473,
Monday,18,2011-10-17,518,518.0,518,518,
Monday,18,2011-10-24,486,486.0,486,486,
Monday,18,2011-10-31,422,422.0,422,422,
Monday,18,2011-11-07,425,425.0,425,425,
Monday,18,2011-11-14,489,489.0,489,489,
Monday,18,2011-11-21,192,192.0,192,192,
Monday,18,2011-11-28,416,416.0,416,416,
Monday,18,2011-12-05,399,399.0,399,399,
Monday,18,2011-12-12,357,357.0,357,357,
Monday,18,2011-12-19,354,354.0,354,354,
Monday,18,2011-12-26,75,75.0,75,75,
Monday,18,2012-01-02,126,126.0,126,126,
Monday,18,2012-01-09,164,164.0,164,164,
Monday,18,2012-01-16,181,181.0,181,181,
Monday,18,2012-01-23,282,282.0,282,282,
Monday,18,2012-01-30,410,410.0,410,410,
Monday,18,2012-02-06,437,437.0,437,437,
Monday,18,2012-02-13,405,405.0,405,405,
Monday,18,2012-02-20,242,242.0,242,242,
Monday,18,2012-02-27,527,527.0,527,527,
Monday,18,2012-03-05,375,375.0,375,375,
Monday,18,2012-03-12,712,712.0,712,712,
Monday,18,2012-03-19,801,801.0,801,801,
Monday,18,2012-03-26,684,684.0,684,684,
Monday,18,2012-04-02,618,618.0,618,618,
Monday,18,2012-04-09,646,646.0,646,646,
Monday,18,2012-04-16,676,676.0,676,676,
Monday,18,2012-04-23,379,379.0,379,379,
Monday,18,2012-04-30,664,664.0,664,664,
Monday,18,2012-05-07,680,680.0,680,680,
Monday,18,2012-05-14,300,300.0,300,300,
Monday,18,2012-05-21,530,530.0,530,530,
Monday,18,2012-05-28,383,383.0,383,383,
Monday,18,2012-06-04,822,822.0,822,822,
Monday,18,2012-06-11,831,831.0,831,831,
Monday,18,2012-06-18,642,642.0,642,642,
Monday,18,2012-06-25,791,791.0,791,791,
Monday,18,2012-07-02,730,730.0,730,730,
Monday,18,2012-07-09,872,872.0,872,872,
Monday,18,2012-07-16,794,794.0,794,794,
Monday,18,2012-07-23,741,741.0,741,741,
Monday,18,2012-07-30,812,812.0,812,812,
Monday,18,2012-08-06,843,843.0,843,843,
Monday,18,2012-08-13,812,812.0,812,812,
Monday,18,2012-08-20,815,815.0,815,815,
Monday,18,2012-08-27,834,834.0,834,834,
Monday,18,2012-09-03,482,482.0,482,482,
Monday,18,2012-09-10,968,968.0,968,968,
Monday,18,2012-09-17,774,774.0,774,774,
Monday,18,2012-09-24,853,853.0,853,853,
Monday,18,2012-10-01,613,613.0,613,613,
Monday,18,2012-10-08,456,456.0,456,456,
Monday,18,2012-10-15,592,592.0,592,592,
Monday,18,2012-10-22,786,786.0,786,786,
Monday,18,2012-11-05,542,542.0,542,542,
Monday,18,2012-11-12,551,551.0,551,551,
Monday,18,2012-11-19,580,580.0,580,580,
Monday,18,2012-11-26,521,521.0,521,521,
Monday,18,2012-12-03,692,692.0,692,692,
Monday,18,2012-12-10,564,564.0,564,564,
Monday,18,2012-12-17,507,507.0,507,507,
Monday,18,2012-12-24,26,26.0,26,26,
Monday,18,2012-12-31,122,122.0,122,122,
Monday,19,2011-01-03,110,110.0,110,110,
Monday,19,2011-01-10,95,95.0,95,95,
Monday,19,2011-01-17,60,60.0,60,60,
Monday,19,2011-01-24,106,106.0,106,106,
Monday,19,2011-01-31,111,111.0,111,111,
Monday,19,2011-02-07,128,128.0,128,128,
Monday,19,2011-02-14,98,98.0,98,98,
Monday,19,2011-02-21,49,49.0,49,49,
Monday,19,2011-02-28,80,80.0,80,80,
Monday,19,2011-03-07,145,145.0,145,145,
Monday,19,2011-03-14,150,150.0,150,150,
Monday,19,2011-03-21,221,221.0,221,221,
Monday,19,2011-03-28,173,173.0,173,173,
Monday,19,2011-04-04,278,278.0,278,278,
Monday,19,2011-04-11,284,284.0,284,284,
Monday,19,2011-04-18,286,286.0,286,286,
Monday,19,2011-04-25,382,382.0,382,382,
Monday,19,2011-05-02,314,314.0,314,314,
Monday,19,2011-05-09,384,384.0,384,384,
Monday,19,2011-05-16,308,308.0,308,308,
Monday,19,2011-05-23,358,358.0,358,358,
Monday,19,2011-05-30,225,225.0,225,225,
Monday,19,2011-06-06,407,407.0,407,407,
Monday,19,2011-06-13,423,423.0,423,423,
Monday,19,2011-06-20,431,431.0,431,431,
Monday,19,2011-06-27,396,396.0,396,396,
Monday,19,2011-07-04,375,375.0,375,375,
Monday,19,2011-07-11,373,373.0,373,373,
Monday,19,2011-07-18,398,398.0,398,398,
Monday,19,2011-07-25,386,386.0,386,386,
Monday,19,2011-08-01,413,413.0,413,413,
Monday,19,2011-08-08,416,416.0,416,416,
Monday,19,2011-08-15,397,397.0,397,397,
Monday,19,2011-08-22,416,416.0,416,416,
Monday,19,2011-08-29,367,367.0,367,367,
Monday,19,2011-09-05,175,175.0,175,175,
Monday,19,2011-09-12,436,436.0,436,436,
Monday,19,2011-09-19,374,374.0,374,374,
Monday,19,2011-09-26,383,383.0,383,383,
Monday,19,2011-10-03,315,315.0,315,315,
Monday,19,2011-10-10,336,336.0,336,336,
Monday,19,2011-10-17,333,333.0,333,333,
Monday,19,2011-10-24,237,237.0,237,237,
Monday,19,2011-10-31,238,238.0,238,238,
Monday,19,2011-11-07,300,300.0,300,300,
Monday,19,2011-11-14,302,302.0,302,302,
Monday,19,2011-11-21,137,137.0,137,137,
Monday,19,2011-11-28,264,264.0,264,264,
Monday,19,2011-12-05,308,308.0,308,308,
Monday,19,2011-12-12,241,241.0,241,241,
Monday,19,2011-12-19,251,251.0,251,251,
Monday,19,2011-12-26,65,65.0,65,65,
Monday,19,2012-01-02,93,93.0,93,93,
Monday,19,2012-01-09,190,190.0,190,190,
Monday,19,2012-01-16,144,144.0,144,144,
Monday,19,2012-01-23,220,220.0,220,220,
Monday,19,2012-01-30,306,306.0,306,306,
Monday,19,2012-02-06,291,291.0,291,291,
Monday,19,2012-02-13,263,263.0,263,263,
Monday,19,2012-02-20,172,172.0,172,172,
Monday,19,2012-02-27,334,334.0,334,334,
Monday,19,2012-03-05,226,226.0,226,226,
Monday,19,2012-03-12,446,446.0,446,446,
Monday,19,2012-03-19,549,549.0,549,549,
Monday,19,2012-03-26,458,458.0,458,458,
Monday,19,2012-04-02,494,494.0,494,494,
Monday,19,2012-04-09,421,421.0,421,421,
Monday,19,2012-04-16,522,522.0,522,522,
Monday,19,2012-04-23,298,298.0,298,298,
Monday,19,2012-04-30,471,471.0,471,471,
Monday,19,2012-05-07,546,546.0,546,546,
Monday,19,2012-05-14,304,304.0,304,304,
Monday,19,2012-05-21,448,448.0,448,448,
Monday,19,2012-05-28,395,395.0,395,395,
Monday,19,2012-06-04,645,645.0,645,645,
Monday,19,2012-06-11,596,596.0,596,596,
Monday,19,2012-06-18,463,463.0,463,463,
Monday,19,2012-06-25,582,582.0,582,582,
Monday,19,2012-07-02,581,581.0,581,581,
Monday,19,2012-07-09,631,631.0,631,631,
Monday,19,2012-07-16,595,595.0,595,595,
Monday,19,2012-07-23,582,582.0,582,582,
Monday,19,2012-07-30,665,665.0,665,665,
Monday,19,2012-08-06,640,640.0,640,640,
Monday,19,2012-08-13,555,555.0,555,555,
Monday,19,2012-08-20,299,299.0,299,299,
Monday,19,2012-08-27,573,573.0,573,573,
Monday,19,2012-09-03,374,374.0,374,374,
Monday,19,2012-09-10,633,633.0,633,633,
Monday,19,2012-09-17,486,486.0,486,486,
Monday,19,2012-09-24,590,590.0,590,590,
Monday,19,2012-10-01,516,516.0,516,516,
Monday,19,2012-10-08,371,371.0,371,371,
Monday,19,2012-10-15,239,239.0,239,239,
Monday,19,2012-10-22,514,514.0,514,514,
Monday,19,2012-11-05,372,372.0,372,372,
Monday,19,2012-11-12,353,353.0,353,353,
Monday,19,2012-11-19,406,406.0,406,406,
Monday,19,2012-11-26,371,371.0,371,371,
Monday,19,2012-12-03,471,471.0,471,471,
Monday,19,2012-12-10,427,427.0,427,427,
Monday,19,2012-12-17,340,340.0,340,340,
Monday,19,2012-12-24,18,18.0,18,18,
Monday,19,2012-12-31,119,119.0,119,119,
Monday,20,2011-01-03,52,52.0,52,52,
Monday,20,2011-01-10,74,74.0,74,74,
Monday,20,2011-01-17,33,33.0,33,33,
Monday,20,2011-01-24,81,81.0,81,81,
Monday,20,2011-01-31,78,78.0,78,78,
Monday,20,2011-02-07,88,88.0,88,88,
Monday,20,2011-02-14,70,70.0,70,70,
Monday,20,2011-02-21,29,29.0,29,29,
Monday,20,2011-02-28,45,45.0,45,45,
Monday,20,2011-03-07,92,92.0,92,92,
Monday,20,2011-03-14,129,129.0,129,129,
Monday,20,2011-03-21,122,122.0,122,122,
Monday,20,2011-03-28,112,112.0,112,112,
Monday,20,2011-04-04,173,173.0,173,173,
Monday,20,2011-04-11,166,166.0,166,166,
Monday,20,2011-04-18,165,165.0,165,165,
Monday,20,2011-04-25,237,237.0,237,237,
Monday,20,2011-05-02,218,218.0,218,218,
Monday,20,2011-05-09,239,239.0,239,239,
Monday,20,2011-05-16,198,198.0,198,198,
Monday,20,2011-05-23,310,310.0,310,310,
Monday,20,2011-05-30,237,237.0,237,237,
Monday,20,2011-06-06,336,336.0,336,336,
Monday,20,2011-06-13,331,331.0,331,331,
Monday,20,2011-06-20,316,316.0,316,316,
Monday,20,2011-06-27,305,305.0,305,305,
Monday,20,2011-07-04,386,386.0,386,386,
Monday,20,2011-07-11,236,236.0,236,236,
Monday,20,2011-07-18,323,323.0,323,323,
Monday,20,2011-07-25,302,302.0,302,302,
Monday,20,2011-08-01,305,305.0,305,305,
Monday,20,2011-08-08,286,286.0,286,286,
Monday,20,2011-08-15,285,285.0,285,285,
Monday,20,2011-08-22,268,268.0,268,268,
Monday,20,2011-08-29,277,277.0,277,277,
Monday,20,2011-09-05,82,82.0,82,82,
Monday,20,2011-09-12,299,299.0,299,299,
Monday,20,2011-09-19,231,231.0,231,231,
Monday,20,2011-09-26,251,251.0,251,251,
Monday,20,2011-10-03,204,204.0,204,204,
Monday,20,2011-10-10,225,225.0,225,225,
Monday,20,2011-10-17,229,229.0,229,229,
Monday,20,2011-10-24,129,129.0,129,129,
Monday,20,2011-10-31,172,172.0,172,172,
Monday,20,2011-11-07,204,204.0,204,204,
Monday,20,2011-11-14,240,240.0,240,240,
Monday,20,2011-11-21,80,80.0,80,80,
Monday,20,2011-11-28,218,218.0,218,218,
Monday,20,2011-12-05,205,205.0,205,205,
Monday,20,2011-12-12,165,165.0,165,165,
Monday,20,2011-12-19,206,206.0,206,206,
Monday,20,2011-12-26,56,56.0,56,56,
Monday,20,2012-01-02,88,88.0,88,88,
Monday,20,2012-01-09,132,132.0,132,132,
Monday,20,2012-01-16,90,90.0,90,90,
Monday,20,2012-01-23,169,169.0,169,169,
Monday,20,2012-01-30,181,181.0,181,181,
Monday,20,2012-02-06,201,201.0,201,201,
Monday,20,2012-02-13,214,214.0,214,214,
Monday,20,2012-02-20,126,126.0,126,126,
Monday,20,2012-02-27,219,219.0,219,219,
Monday,20,2012-03-05,179,179.0,179,179,
Monday,20,2012-03-12,286,286.0,286,286,
Monday,20,2012-03-19,330,330.0,330,330,
Monday,20,2012-03-26,221,221.0,221,221,
Monday,20,2012-04-02,329,329.0,329,329,
Monday,20,2012-04-09,276,276.0,276,276,
Monday,20,2012-04-16,375,375.0,375,375,
Monday,20,2012-04-23,203,203.0,203,203,
Monday,20,2012-04-30,309,309.0,309,309,
Monday,20,2012-05-07,323,323.0,323,323,
Monday,20,2012-05-14,189,189.0,189,189,
Monday,20,2012-05-21,336,336.0,336,336,
Monday,20,2012-05-28,317,317.0,317,317,
Monday,20,2012-06-04,461,461.0,461,461,
Monday,20,2012-06-11,394,394.0,394,394,
Monday,20,2012-06-18,362,362.0,362,362,
Monday,20,2012-06-25,475,475.0,475,475,
Monday,20,2012-07-02,395,395.0,395,395,
Monday,20,2012-07-09,447,447.0,447,447,
Monday,20,2012-07-16,454,454.0,454,454,
Monday,20,2012-07-23,403,403.0,403,403,
Monday,20,2012-07-30,462,462.0,462,462,
Monday,20,2012-08-06,457,457.0,457,457,
Monday,20,2012-08-13,432,432.0,432,432,
Monday,20,2012-08-20,261,261.0,261,261,
Monday,20,2012-08-27,416,416.0,416,416,
Monday,20,2012-09-03,261,261.0,261,261,
Monday,20,2012-09-10,390,390.0,390,390,
Monday,20,2012-09-17,340,340.0,340,340,
Monday,20,2012-09-24,432,432.0,432,432,
Monday,20,2012-10-01,262,262.0,262,262,
Monday,20,2012-10-08,227,227.0,227,227,
Monday,20,2012-10-15,256,256.0,256,256,
Monday,20,2012-10-22,403,403.0,403,403,
Monday,20,2012-11-05,241,241.0,241,241,
Monday,20,2012-11-12,304,304.0,304,304,
Monday,20,2012-11-19,259,259.0,259,259,
Monday,20,2012-11-26,277,277.0,277,277,
Monday,20,2012-12-03,300,300.0,300,300,
Monday,20,2012-12-10,300,300.0,300,300,
Monday,20,2012-12-17,200,200.0,200,200,
Monday,20,2012-12-24,23,23.0,23,23,
Monday,20,2012-12-31,89,89.0,89,89,
Monday,21,2011-01-03,52,52.0,52,52,
Monday,21,2011-01-10,38,38.0,38,38,
Monday,21,2011-01-17,27,27.0,27,27,
Monday,21,2011-01-24,59,59.0,59,59,
Monday,21,2011-01-31,56,56.0,56,56,
Monday,21,2011-02-07,78,78.0,78,78,
Monday,21,2011-02-14,43,43.0,43,43,
Monday,21,2011-02-21,34,34.0,34,34,
Monday,21,2011-02-28,80,80.0,80,80,
Monday,21,2011-03-07,54,54.0,54,54,
Monday,21,2011-03-14,63,63.0,63,63,
Monday,21,2011-03-21,91,91.0,91,91,
Monday,21,2011-03-28,61,61.0,61,61,
Monday,21,2011-04-04,95,95.0,95,95,
Monday,21,2011-04-11,158,158.0,158,158,
Monday,21,2011-04-18,151,151.0,151,151,
Monday,21,2011-04-25,190,190.0,190,190,
Monday,21,2011-05-02,232,232.0,232,232,
Monday,21,2011-05-09,156,156.0,156,156,
Monday,21,2011-05-16,177,177.0,177,177,
Monday,21,2011-05-23,188,188.0,188,188,
Monday,21,2011-05-30,149,149.0,149,149,
Monday,21,2011-06-06,189,189.0,189,189,
Monday,21,2011-06-13,218,218.0,218,218,
Monday,21,2011-06-20,206,206.0,206,206,
Monday,21,2011-06-27,242,242.0,242,242,
Monday,21,2011-07-04,457,457.0,457,457,
Monday,21,2011-07-11,130,130.0,130,130,
Monday,21,2011-07-18,202,202.0,202,202,
Monday,21,2011-07-25,194,194.0,194,194,
Monday,21,2011-08-01,220,220.0,220,220,
Monday,21,2011-08-08,186,186.0,186,186,
Monday,21,2011-08-15,184,184.0,184,184,
Monday,21,2011-08-22,208,208.0,208,208,
Monday,21,2011-08-29,202,202.0,202,202,
Monday,21,2011-09-05,60,60.0,60,60,
Monday,21,2011-09-12,195,195.0,195,195,
Monday,21,2011-09-19,200,200.0,200,200,
Monday,21,2011-09-26,182,182.0,182,182,
Monday,21,2011-10-03,138,138.0,138,138,
Monday,21,2011-10-10,175,175.0,175,175,
Monday,21,2011-10-17,177,177.0,177,177,
Monday,21,2011-10-24,126,126.0,126,126,
Monday,21,2011-10-31,116,116.0,116,116,
Monday,21,2011-11-07,139,139.0,139,139,
Monday,21,2011-11-14,213,213.0,213,213,
Monday,21,2011-11-21,114,114.0,114,114,
Monday,21,2011-11-28,156,156.0,156,156,
Monday,21,2011-12-05,176,176.0,176,176,
Monday,21,2011-12-12,121,121.0,121,121,
Monday,21,2011-12-19,127,127.0,127,127,
Monday,21,2011-12-26,49,49.0,49,49,
Monday,21,2012-01-02,66,66.0,66,66,
Monday,21,2012-01-09,79,79.0,79,79,
Monday,21,2012-01-16,49,49.0,49,49,
Monday,21,2012-01-23,120,120.0,120,120,
Monday,21,2012-01-30,162,162.0,162,162,
Monday,21,2012-02-06,154,154.0,154,154,
Monday,21,2012-02-13,147,147.0,147,147,
Monday,21,2012-02-20,98,98.0,98,98,
Monday,21,2012-02-27,195,195.0,195,195,
Monday,21,2012-03-05,120,120.0,120,120,
Monday,21,2012-03-12,205,205.0,205,205,
Monday,21,2012-03-19,223,223.0,223,223,
Monday,21,2012-03-26,186,186.0,186,186,
Monday,21,2012-04-02,238,238.0,238,238,
Monday,21,2012-04-09,165,165.0,165,165,
Monday,21,2012-04-16,271,271.0,271,271,
Monday,21,2012-04-23,152,152.0,152,152,
Monday,21,2012-04-30,221,221.0,221,221,
Monday,21,2012-05-07,247,247.0,247,247,
Monday,21,2012-05-14,152,152.0,152,152,
Monday,21,2012-05-21,241,241.0,241,241,
Monday,21,2012-05-28,247,247.0,247,247,
Monday,21,2012-06-04,265,265.0,265,265,
Monday,21,2012-06-11,250,250.0,250,250,
Monday,21,2012-06-18,273,273.0,273,273,
Monday,21,2012-06-25,331,331.0,331,331,
Monday,21,2012-07-02,258,258.0,258,258,
Monday,21,2012-07-09,331,331.0,331,331,
Monday,21,2012-07-16,328,328.0,328,328,
Monday,21,2012-07-23,296,296.0,296,296,
Monday,21,2012-07-30,322,322.0,322,322,
Monday,21,2012-08-06,317,317.0,317,317,
Monday,21,2012-08-13,290,290.0,290,290,
Monday,21,2012-08-20,245,245.0,245,245,
Monday,21,2012-08-27,278,278.0,278,278,
Monday,21,2012-09-03,184,184.0,184,184,
Monday,21,2012-09-10,285,285.0,285,285,
Monday,21,2012-09-17,233,233.0,233,233,
Monday,21,2012-09-24,256,256.0,256,256,
Monday,21,2012-10-01,218,218.0,218,218,
Monday,21,2012-10-08,151,151.0,151,151,
Monday,21,2012-10-15,206,206.0,206,206,
Monday,21,2012-10-22,174,174.0,174,174,
Monday,21,2012-11-05,152,152.0,152,152,
Monday,21,2012-11-12,155,155.0,155,155,
Monday,21,2012-11-19,203,203.0,203,203,
Monday,21,2012-11-26,181,181.0,181,181,
Monday,21,2012-12-03,221,221.0,221,221,
Monday,21,2012-12-10,245,245.0,245,245,
Monday,21,2012-12-17,120,120.0,120,120,
Monday,21,2012-12-24,22,22.0,22,22,
Monday,21,2012-12-31,90,90.0,90,90,
Monday,22,2011-01-03,20,20.0,20,20,
Monday,22,2011-01-10,24,24.0,24,24,
Monday,22,2011-01-17,13,13.0,13,13,
Monday,22,2011-01-24,35,35.0,35,35,
Monday,22,2011-01-31,34,34.0,34,34,
Monday,22,2011-02-07,37,37.0,37,37,
Monday,22,2011-02-14,45,45.0,45,45,
Monday,22,2011-02-21,11,11.0,11,11,
Monday,22,2011-02-28,76,76.0,76,76,
Monday,22,2011-03-07,35,35.0,35,35,
Monday,22,2011-03-14,47,47.0,47,47,
Monday,22,2011-03-21,78,78.0,78,78,
Monday,22,2011-03-28,40,40.0,40,40,
Monday,22,2011-04-04,75,75.0,75,75,
Monday,22,2011-04-11,91,91.0,91,91,
Monday,22,2011-04-18,90,90.0,90,90,
Monday,22,2011-04-25,106,106.0,106,106,
Monday,22,2011-05-02,125,125.0,125,125,
Monday,22,2011-05-09,116,116.0,116,116,
Monday,22,2011-05-16,127,127.0,127,127,
Monday,22,2011-05-23,131,131.0,131,131,
Monday,22,2011-05-30,106,106.0,106,106,
Monday,22,2011-06-06,173,173.0,173,173,
Monday,22,2011-06-13,134,134.0,134,134,
Monday,22,2011-06-20,130,130.0,130,130,
Monday,22,2011-06-27,145,145.0,145,145,
Monday,22,2011-07-04,326,326.0,326,326,
Monday,22,2011-07-11,90,90.0,90,90,
Monday,22,2011-07-18,140,140.0,140,140,
Monday,22,2011-07-25,125,125.0,125,125,
Monday,22,2011-08-01,137,137.0,137,137,
Monday,22,2011-08-08,147,147.0,147,147,
Monday,22,2011-08-15,98,98.0,98,98,
Monday,22,2011-08-22,153,153.0,153,153,
Monday,22,2011-08-29,142,142.0,142,142,
Monday,22,2011-09-05,64,64.0,64,64,
Monday,22,2011-09-12,150,150.0,150,150,
Monday,22,2011-09-19,129,129.0,129,129,
Monday,22,2011-09-26,136,136.0,136,136,
Monday,22,2011-10-03,91,91.0,91,91,
Monday,22,2011-10-10,126,126.0,126,126,
Monday,22,2011-10-17,104,104.0,104,104,
Monday,22,2011-10-24,79,79.0,79,79,
Monday,22,2011-10-31,85,85.0,85,85,
Monday,22,2011-11-07,108,108.0,108,108,
Monday,22,2011-11-14,113,113.0,113,113,
Monday,22,2011-11-21,78,78.0,78,78,
Monday,22,2011-11-28,109,109.0,109,109,
Monday,22,2011-12-05,106,106.0,106,106,
Monday,22,2011-12-12,71,71.0,71,71,
Monday,22,2011-12-19,107,107.0,107,107,
Monday,22,2011-12-26,27,27.0,27,27,
Monday,22,2012-01-02,39,39.0,39,39,
Monday,22,2012-01-09,62,62.0,62,62,
Monday,22,2012-01-16,43,43.0,43,43,
Monday,22,2012-01-23,68,68.0,68,68,
Monday,22,2012-01-30,94,94.0,94,94,
Monday,22,2012-02-06,87,87.0,87,87,
Monday,22,2012-02-13,102,102.0,102,102,
Monday,22,2012-02-20,62,62.0,62,62,
Monday,22,2012-02-27,92,92.0,92,92,
Monday,22,2012-03-05,78,78.0,78,78,
Monday,22,2012-03-12,133,133.0,133,133,
Monday,22,2012-03-19,148,148.0,148,148,
Monday,22,2012-03-26,93,93.0,93,93,
Monday,22,2012-04-02,123,123.0,123,123,
Monday,22,2012-04-09,108,108.0,108,108,
Monday,22,2012-04-16,214,214.0,214,214,
Monday,22,2012-04-23,89,89.0,89,89,
Monday,22,2012-04-30,134,134.0,134,134,
Monday,22,2012-05-07,173,173.0,173,173,
Monday,22,2012-05-14,129,129.0,129,129,
Monday,22,2012-05-21,142,142.0,142,142,
Monday,22,2012-05-28,157,157.0,157,157,
Monday,22,2012-06-04,168,168.0,168,168,
Monday,22,2012-06-11,164,164.0,164,164,
Monday,22,2012-06-18,164,164.0,164,164,
Monday,22,2012-06-25,187,187.0,187,187,
Monday,22,2012-07-02,188,188.0,188,188,
Monday,22,2012-07-09,224,224.0,224,224,
Monday,22,2012-07-16,284,284.0,284,284,
Monday,22,2012-07-23,209,209.0,209,209,
Monday,22,2012-07-30,230,230.0,230,230,
Monday,22,2012-08-06,207,207.0,207,207,
Monday,22,2012-08-13,192,192.0,192,192,
Monday,22,2012-08-20,161,161.0,161,161,
Monday,22,2012-08-27,161,161.0,161,161,
Monday,22,2012-09-03,121,121.0,121,121,
Monday,22,2012-09-10,159,159.0,159,159,
Monday,22,2012-09-17,129,129.0,129,129,
Monday,22,2012-09-24,172,172.0,172,172,
Monday,22,2012-10-01,207,207.0,207,207,
Monday,22,2012-10-08,107,107.0,107,107,
Monday,22,2012-10-15,126,126.0,126,126,
Monday,22,2012-10-22,183,183.0,183,183,
Monday,22,2012-11-05,115,115.0,115,115,
Monday,22,2012-11-12,112,112.0,112,112,
Monday,22,2012-11-19,113,113.0,113,113,
Monday,22,2012-11-26,104,104.0,104,104,
Monday,22,2012-12-03,144,144.0,144,144,
Monday,22,2012-12-10,126,126.0,126,126,
Monday,22,2012-12-17,54,54.0,54,54,
Monday,22,2012-12-24,12,12.0,12,12,
Monday,22,2012-12-31,61,61.0,61,61,
Monday,23,2011-01-03,12,12.0,12,12,
Monday,23,2011-01-10,18,18.0,18,18,
Monday,23,2011-01-17,4,4.0,4,4,
Monday,23,2011-01-24,24,24.0,24,24,
Monday,23,2011-01-31,17,17.0,17,17,
Monday,23,2011-02-07,25,25.0,25,25,
Monday,23,2011-02-14,20,20.0,20,20,
Monday,23,2011-02-21,2,2.0,2,2,
Monday,23,2011-02-28,45,45.0,45,45,
Monday,23,2011-03-07,22,22.0,22,22,
Monday,23,2011-03-14,19,19.0,19,19,
Monday,23,2011-03-21,30,30.0,30,30,
Monday,23,2011-03-28,19,19.0,19,19,
Monday,23,2011-04-04,48,48.0,48,48,
Monday,23,2011-04-11,54,54.0,54,54,
Monday,23,2011-04-18,46,46.0,46,46,
Monday,23,2011-04-25,62,62.0,62,62,
Monday,23,2011-05-02,64,64.0,64,64,
Monday,23,2011-05-09,61,61.0,61,61,
Monday,23,2011-05-16,57,57.0,57,57,
Monday,23,2011-05-23,72,72.0,72,72,
Monday,23,2011-05-30,48,48.0,48,48,
Monday,23,2011-06-06,60,60.0,60,60,
Monday,23,2011-06-13,89,89.0,89,89,
Monday,23,2011-06-20,60,60.0,60,60,
Monday,23,2011-06-27,81,81.0,81,81,
Monday,23,2011-07-04,138,138.0,138,138,
Monday,23,2011-07-11,55,55.0,55,55,
Monday,23,2011-07-18,91,91.0,91,91,
Monday,23,2011-07-25,87,87.0,87,87,
Monday,23,2011-08-01,96,96.0,96,96,
Monday,23,2011-08-08,72,72.0,72,72,
Monday,23,2011-08-15,88,88.0,88,88,
Monday,23,2011-08-22,64,64.0,64,64,
Monday,23,2011-08-29,75,75.0,75,75,
