day_type,hour,dteday,sum_cnt,mean_cnt,min_cnt,max_cnt
Weekday,6,2012-02-03,88,88.0,88,88
Weekday,6,2012-02-06,72,72.0,72,72
Weekday,6,2012-02-07,100,100.0,100,100
Weekday,6,2012-02-08,98,98.0,98,98
Weekday,6,2012-02-09,76,76.0,76,76
Weekday,6,2012-02-10,64,64.0,64,64
Weekday,6,2012-02-13,72,72.0,72,72
Weekday,6,2012-02-14,90,90.0,90,90
Weekday,6,2012-02-15,95,95.0,95,95
Weekday,6,2012-02-16,87,87.0,87,87
Weekday,6,2012-02-17,71,71.0,71,71
Weekday,6,2012-02-20,10,10.0,10,10
Weekday,6,2012-02-21,86,86.0,86,86
Weekday,6,2012-02-22,90,90.0,90,90
Weekday,6,2012-02-23,91,91.0,91,91
Weekday,6,2012-02-24,82,82.0,82,82
Weekday,6,2012-02-27,90,90.0,90,90
Weekday,6,2012-02-28,101,101.0,101,101
Weekday,6,2012-02-29,104,104.0,104,104
Weekday,6,2012-03-01,109,109.0,109,109
Weekday,6,2012-03-02,92,92.0,92,92
Weekday,6,2012-03-05,91,91.0,91,91
Weekday,6,2012-03-06,102,102.0,102,102
Weekday,6,2012-03-07,108,108.0,108,108
Weekday,6,2012-03-08,109,109.0,109,109
Weekday,6,2012-03-09,85,85.0,85,85
Weekday,6,2012-03-12,88,88.0,88,88
Weekday,6,2012-03-13,113,113.0,113,113
Weekday,6,2012-03-14,121,121.0,121,121
Weekday,6,2012-03-15,117,117.0,117,117
Weekday,6,2012-03-16,99,99.0,99,99
Weekday,6,2012-03-19,120,120.0,120,120
Weekday,6,2012-03-20,100,100.0,100,100
Weekday,6,2012-03-21,149,149.0,149,149
Weekday,6,2012-03-22,136,136.0,136,136
Weekday,6,2012-03-23,116,116.0,116,116
Weekday,6,2012-03-26,117,117.0,117,117
Weekday,6,2012-03-27,101,101.0,101,101
Weekday,6,2012-03-28,115,115.0,115,115
Weekday,6,2012-03-29,117,117.0,117,117
Weekday,6,2012-03-30,86,86.0,86,86
Weekday,6,2012-04-02,110,110.0,110,110
Weekday,6,2012-04-03,100,100.0,100,100
Weekday,6,2012-04-04,126,126.0,126,126
Weekday,6,2012-04-05,126,126.0,126,126
Weekday,6,2012-04-06,80,80.0,80,80
Weekday,6,2012-04-09,111,111.0,111,111
Weekday,6,2012-04-10,103,103.0,103,103
Weekday,6,2012-04-11,106,106.0,106,106
Weekday,6,2012-04-12,96,96.0,96,96
Weekday,6,2012-04-13,84,84.0,84,84
Weekday,6,2012-04-16,133,133.0,133,133
Weekday,6,2012-04-17,144,144.0,144,144
Weekday,6,2012-04-18,134,134.0,134,134
Weekday,6,2012-04-19,120,120.0,120,120
Weekday,6,2012-04-20,113,113.0,113,113
Weekday,6,2012-04-23,45,45.0,45,45
Weekday,6,2012-04-24,120,120.0,120,120
Weekday,6,2012-04-25,106,106.0,106,106
Weekday,6,2012-04-26,127,127.0,127,127
Weekday,6,2012-04-27,120,120.0,120,120
Weekday,6,2012-04-30,123,123.0,123,123
Weekday,6,2012-05-01,26,26.0,26,26
Weekday,6,2012-05-02,120,120.0,120,120
Weekday,6,2012-05-03,136,136.0,136,136
Weekday,6,2012-05-04,135,135.0,135,135
Weekday,6,2012-05-07,142,142.0,142,142
Weekday,6,2012-05-08,165,165.0,165,165
Weekday,6,2012-05-09,126,126.0,126,126
Weekday,6,2012-05-10,139,139.0,139,139
Weekday,6,2012-05-11,135,135.0,135,135
Weekday,6,2012-05-14,65,65.0,65,65
Weekday,6,2012-05-15,24,24.0,24,24
Weekday,6,2012-05-16,158,158.0,158,158
Weekday,6,2012-05-17,159,159.0,159,159
Weekday,6,2012-05-18,182,182.0,182,182
Weekday,6,2012-05-21,79,79.0,79,79
Weekday,6,2012-05-22,137,137.0,137,137
Weekday,6,2012-05-23,160,160.0,160,160
Weekday,6,2012-05-24,156,156.0,156,156
Weekday,6,2012-05-25,113,113.0,113,113
Weekday,6,2012-05-28,20,20.0,20,20
Weekday,6,2012-05-29,154,154.0,154,154
Weekday,6,2012-05-30,144,144.0,144,144
Weekday,6,2012-05-31,178,178.0,178,178
Weekday,6,2012-06-01,141,141.0,141,141
Weekday,6,2012-06-04,139,139.0,139,139
Weekday,6,2012-06-05,184,184.0,184,184
Weekday,6,2012-06-06,172,172.0,172,172
Weekday,6,2012-06-07,170,170.0,170,170
Weekday,6,2012-06-08,139,139.0,139,139
Weekday,6,2012-06-11,144,144.0,144,144
Weekday,6,2012-06-12,136,136.0,136,136
Weekday,6,2012-06-13,194,194.0,194,194
Weekday,6,2012-06-14,181,181.0,181,181
Weekday,6,2012-06-15,151,151.0,151,151
Weekday,6,2012-06-18,37,37.0,37,37
Weekday,6,2012-06-19,161,161.0,161,161
Weekday,6,2012-06-20,165,165.0,165,165
Weekday,6,2012-06-21,150,150.0,150,150
Weekday,6,2012-06-22,122,122.0,122,122
Weekday,6,2012-06-25,158,158.0,158,158
Weekday,6,2012-06-26,188,188.0,188,188
Weekday,6,2012-06-27,200,200.0,200,200
Weekday,6,2012-06-28,193,193.0,193,193
Weekday,6,2012-06-29,163,163.0,163,163
Weekday,6,2012-07-02,136,136.0,136,136
Weekday,6,2012-07-03,154,154.0,154,154
Weekday,6,2012-07-04,32,32.0,32,32
Weekday,6,2012-07-05,133,133.0,133,133
Weekday,6,2012-07-06,131,131.0,131,131
Weekday,6,2012-07-09,92,92.0,92,92
Weekday,6,2012-07-10,187,187.0,187,187
Weekday,6,2012-07-11,185,185.0,185,185
Weekday,6,2012-07-12,178,178.0,178,178
Weekday,6,2012-07-13,127,127.0,127,127
Weekday,6,2012-07-16,140,140.0,140,140
Weekday,6,2012-07-17,213,213.0,213,213
Weekday,6,2012-07-18,162,162.0,162,162
Weekday,6,2012-07-19,152,152.0,152,152
Weekday,6,2012-07-20,126,126.0,126,126
Weekday,6,2012-07-23,157,157.0,157,157
Weekday,6,2012-07-24,190,190.0,190,190
Weekday,6,2012-07-25,190,190.0,190,190
Weekday,6,2012-07-26,181,181.0,181,181
Weekday,6,2012-07-27,139,139.0,139,139
Weekday,6,2012-07-30,161,161.0,161,161
Weekday,6,2012-07-31,194,194.0,194,194
Weekday,6,2012-08-01,185,185.0,185,185
Weekday,6,2012-08-02,183,183.0,183,183
Weekday,6,2012-08-03,163,163.0,163,163
Weekday,6,2012-08-06,141,141.0,141,141
Weekday,6,2012-08-07,179,179.0,179,179
Weekday,6,2012-08-08,173,173.0,173,173
Weekday,6,2012-08-09,167,167.0,167,167
Weekday,6,2012-08-10,44,44.0,44,44
Weekday,6,2012-08-13,159,159.0,159,159
Weekday,6,2012-08-14,64,64.0,64,64
Weekday,6,2012-08-15,172,172.0,172,172
Weekday,6,2012-08-16,165,165.0,165,165
Weekday,6,2012-08-17,157,157.0,157,157
Weekday,6,2012-08-20,161,161.0,161,161
Weekday,6,2012-08-21,169,169.0,169,169
Weekday,6,2012-08-22,187,187.0,187,187
Weekday,6,2012-08-23,192,192.0,192,192
Weekday,6,2012-08-24,151,151.0,151,151
Weekday,6,2012-08-27,145,145.0,145,145
Weekday,6,2012-08-28,147,147.0,147,147
Weekday,6,2012-08-29,181,181.0,181,181
Weekday,6,2012-08-30,163,163.0,163,163
Weekday,6,2012-08-31,108,108.0,108,108
Weekday,6,2012-09-03,15,15.0,15,15
Weekday,6,2012-09-04,172,172.0,172,172
Weekday,6,2012-09-05,210,210.0,210,210
Weekday,6,2012-09-06,200,200.0,200,200
Weekday,6,2012-09-07,140,140.0,140,140
Weekday,6,2012-09-10,180,180.0,180,180
Weekday,6,2012-09-11,211,211.0,211,211
Weekday,6,2012-09-12,205,205.0,205,205
Weekday,6,2012-09-13,195,195.0,195,195
Weekday,6,2012-09-14,152,152.0,152,152
Weekday,6,2012-09-17,164,164.0,164,164
Weekday,6,2012-09-18,167,167.0,167,167
Weekday,6,2012-09-19,172,172.0,172,172
Weekday,6,2012-09-20,170,170.0,170,170
Weekday,6,2012-09-21,165,165.0,165,165
Weekday,6,2012-09-24,168,168.0,168,168
Weekday,6,2012-09-25,194,194.0,194,194
Weekday,6,2012-09-26,182,182.0,182,182
Weekday,6,2012-09-27,169,169.0,169,169
Weekday,6,2012-09-28,138,138.0,138,138
Weekday,6,2012-10-01,155,155.0,155,155
Weekday,6,2012-10-02,179,179.0,179,179
Weekday,6,2012-10-03,177,177.0,177,177
Weekday,6,2012-10-04,133,133.0,133,133
Weekday,6,2012-10-05,137,137.0,137,137
Weekday,6,2012-10-08,59,59.0,59,59
Weekday,6,2012-10-09,143,143.0,143,143
Weekday,6,2012-10-10,175,175.0,175,175
Weekday,6,2012-10-11,159,159.0,159,159
Weekday,6,2012-10-12,143,143.0,143,143
Weekday,6,2012-10-15,147,147.0,147,147
Weekday,6,2012-10-16,172,172.0,172,172
Weekday,6,2012-10-17,178,178.0,178,178
Weekday,6,2012-10-18,153,153.0,153,153
Weekday,6,2012-10-19,131,131.0,131,131
Weekday,6,2012-10-22,144,144.0,144,144
Weekday,6,2012-10-23,158,158.0,158,158
Weekday,6,2012-10-24,173,173.0,173,173
Weekday,6,2012-10-25,171,171.0,171,171
Weekday,6,2012-10-26,144,144.0,144,144
Weekday,6,2012-10-31,116,116.0,116,116
Weekday,6,2012-11-01,148,148.0,148,148
Weekday,6,2012-11-02,122,122.0,122,122
Weekday,6,2012-11-05,139,139.0,139,139
Weekday,6,2012-11-06,149,149.0,149,149
Weekday,6,2012-11-07,118,118.0,118,118
Weekday,6,2012-11-08,124,124.0,124,124
Weekday,6,2012-11-09,131,131.0,131,131
Weekday,6,2012-11-12,71,71.0,71,71
Weekday,6,2012-11-13,50,50.0,50,50
Weekday,6,2012-11-14,146,146.0,146,146
Weekday,6,2012-11-15,147,147.0,147,147
Weekday,6,2012-11-16,130,130.0,130,130
Weekday,6,2012-11-19,131,131.0,131,131
Weekday,6,2012-11-20,148,148.0,148,148
Weekday,6,2012-11-21,101,101.0,101,101
Weekday,6,2012-11-22,17,17.0,17,17
Weekday,6,2012-11-23,20,20.0,20,20
Weekday,6,2012-11-26,124,124.0,124,124
Weekday,6,2012-11-27,100,100.0,100,100
Weekday,6,2012-11-28,136,136.0,136,136
Weekday,6,2012-11-29,121,121.0,121,121
Weekday,6,2012-11-30,106,106.0,106,106
Weekday,6,2012-12-03,138,138.0,138,138
Weekday,6,2012-12-04,153,153.0,153,153
Weekday,6,2012-12-05,124,124.0,124,124
Weekday,6,2012-12-06,124,124.0,124,124
Weekday,6,2012-12-07,84,84.0,84,84
Weekday,6,2012-12-10,123,123.0,123,123
Weekday,6,2012-12-11,118,118.0,118,118
Weekday,6,2012-12-12,128,128.0,128,128
Weekday,6,2012-12-13,114,114.0,114,114
Weekday,6,2012-12-14,113,113.0,113,113
Weekday,6,2012-12-17,108,108.0,108,108
Weekday,6,2012-12-18,118,118.0,118,118
Weekday,6,2012-12-19,112,112.0,112,112
Weekday,6,2012-12-20,118,118.0,118,118
Weekday,6,2012-12-21,80,80.0,80,80
Weekday,6,2012-12-24,17,17.0,17,17
Weekday,6,2012-12-25,7,7.0,7,7
Weekday,6,2012-12-26,36,36.0,36,36
Weekday,6,2012-12-27,45,45.0,45,45
Weekday,6,2012-12-28,51,51.0,51,51
Weekday,6,2012-12-31,40,40.0,40,40
Weekday,7,2011-01-03,64,64.0,64,64
Weekday,7,2011-01-04,94,94.0,94,94
Weekday,7,2011-01-05,88,88.0,88,88
Weekday,7,2011-01-06,95,95.0,95,95
Weekday,7,2011-01-07,84,84.0,84,84
Weekday,7,2011-01-10,77,77.0,77,77
Weekday,7,2011-01-11,99,99.0,99,99
Weekday,7,2011-01-12,54,54.0,54,54
Weekday,7,2011-01-13,72,72.0,72,72
Weekday,7,2011-01-14,70,70.0,70,70
Weekday,7,2011-01-17,13,13.0,13,13
Weekday,7,2011-01-19,90,90.0,90,90
Weekday,7,2011-01-20,101,101.0,101,101
Weekday,7,2011-01-21,68,68.0,68,68
Weekday,7,2011-01-24,84,84.0,84,84
Weekday,7,2011-01-25,108,108.0,108,108
Weekday,7,2011-01-26,30,30.0,30,30
Weekday,7,2011-01-28,60,60.0,60,60
Weekday,7,2011-01-31,72,72.0,72,72
Weekday,7,2011-02-01,52,52.0,52,52
Weekday,7,2011-02-02,49,49.0,49,49
Weekday,7,2011-02-03,87,87.0,87,87
Weekday,7,2011-02-04,87,87.0,87,87
Weekday,7,2011-02-07,95,95.0,95,95
Weekday,7,2011-02-08,100,100.0,100,100
Weekday,7,2011-02-09,99,99.0,99,99
Weekday,7,2011-02-10,99,99.0,99,99
Weekday,7,2011-02-11,74,74.0,74,74
Weekday,7,2011-02-14,98,98.0,98,98
Weekday,7,2011-02-15,105,105.0,105,105
Weekday,7,2011-02-16,108,108.0,108,108
Weekday,7,2011-02-17,126,126.0,126,126
Weekday,7,2011-02-18,116,116.0,116,116
Weekday,7,2011-02-21,19,19.0,19,19
Weekday,7,2011-02-22,40,40.0,40,40
Weekday,7,2011-02-23,96,96.0,96,96
Weekday,7,2011-02-24,104,104.0,104,104
Weekday,7,2011-02-25,35,35.0,35,35
Weekday,7,2011-02-28,92,92.0,92,92
Weekday,7,2011-03-01,107,107.0,107,107
Weekday,7,2011-03-02,110,110.0,110,110
Weekday,7,2011-03-03,111,111.0,111,111
Weekday,7,2011-03-04,83,83.0,83,83
Weekday,7,2011-03-07,91,91.0,91,91
Weekday,7,2011-03-08,128,128.0,128,128
Weekday,7,2011-03-09,141,141.0,141,141
Weekday,7,2011-03-10,37,37.0,37,37
Weekday,7,2011-03-11,114,114.0,114,114
Weekday,7,2011-03-14,88,88.0,88,88
Weekday,7,2011-03-15,119,119.0,119,119
Weekday,7,2011-03-16,111,111.0,111,111
Weekday,7,2011-03-17,140,140.0,140,140
Weekday,7,2011-03-18,123,123.0,123,123
Weekday,7,2011-03-21,18,18.0,18,18
Weekday,7,2011-03-22,136,136.0,136,136
Weekday,7,2011-03-23,118,118.0,118,118
Weekday,7,2011-03-24,108,108.0,108,108
Weekday,7,2011-03-25,104,104.0,104,104
Weekday,7,2011-03-28,110,110.0,110,110
Weekday,7,2011-03-29,133,133.0,133,133
Weekday,7,2011-03-30,136,136.0,136,136
Weekday,7,2011-03-31,92,92.0,92,92
Weekday,7,2011-04-01,95,95.0,95,95
Weekday,7,2011-04-04,157,157.0,157,157
Weekday,7,2011-04-05,134,134.0,134,134
Weekday,7,2011-04-06,133,133.0,133,133
Weekday,7,2011-04-07,160,160.0,160,160
Weekday,7,2011-04-08,113,113.0,113,113
Weekday,7,2011-04-11,176,176.0,176,176
Weekday,7,2011-04-12,189,189.0,189,189
Weekday,7,2011-04-13,70,70.0,70,70
Weekday,7,2011-04-14,193,193.0,193,193
Weekday,7,2011-04-15,149,149.0,149,149
Weekday,7,2011-04-18,168,168.0,168,168
Weekday,7,2011-04-19,188,188.0,188,188
Weekday,7,2011-04-20,237,237.0,237,237
Weekday,7,2011-04-21,198,198.0,198,198
Weekday,7,2011-04-22,180,180.0,180,180
Weekday,7,2011-04-25,196,196.0,196,196
Weekday,7,2011-04-26,270,270.0,270,270
Weekday,7,2011-04-27,246,246.0,246,246
Weekday,7,2011-04-28,215,215.0,215,215
Weekday,7,2011-04-29,240,240.0,240,240
Weekday,7,2011-05-02,209,209.0,209,209
Weekday,7,2011-05-03,265,265.0,265,265
Weekday,7,2011-05-04,52,52.0,52,52
Weekday,7,2011-05-05,271,271.0,271,271
Weekday,7,2011-05-06,222,222.0,222,222
Weekday,7,2011-05-09,237,237.0,237,237
Weekday,7,2011-05-10,314,314.0,314,314
Weekday,7,2011-05-11,318,318.0,318,318
Weekday,7,2011-05-12,297,297.0,297,297
Weekday,7,2011-05-13,157,157.0,157,157
Weekday,7,2011-05-16,272,272.0,272,272
Weekday,7,2011-05-17,151,151.0,151,151
Weekday,7,2011-05-18,274,274.0,274,274
Weekday,7,2011-05-19,257,257.0,257,257
Weekday,7,2011-05-20,319,319.0,319,319
Weekday,7,2011-05-23,236,236.0,236,236
Weekday,7,2011-05-24,314,314.0,314,314
Weekday,7,2011-05-25,313,313.0,313,313
Weekday,7,2011-05-26,286,286.0,286,286
Weekday,7,2011-05-27,249,249.0,249,249
Weekday,7,2011-05-30,31,31.0,31,31
Weekday,7,2011-05-31,235,235.0,235,235
Weekday,7,2011-06-01,284,284.0,284,284
Weekday,7,2011-06-02,304,304.0,304,304
Weekday,7,2011-06-03,277,277.0,277,277
Weekday,7,2011-06-06,299,299.0,299,299
Weekday,7,2011-06-07,334,334.0,334,334
Weekday,7,2011-06-08,353,353.0,353,353
Weekday,7,2011-06-09,314,314.0,314,314
Weekday,7,2011-06-10,267,267.0,267,267
Weekday,7,2011-06-13,328,328.0,328,328
Weekday,7,2011-06-14,365,365.0,365,365
Weekday,7,2011-06-15,370,370.0,370,370
Weekday,7,2011-06-16,188,188.0,188,188
Weekday,7,2011-06-17,250,250.0,250,250
Weekday,7,2011-06-20,46,46.0,46,46
Weekday,7,2011-06-21,309,309.0,309,309
Weekday,7,2011-06-22,311,311.0,311,311
Weekday,7,2011-06-23,327,327.0,327,327
Weekday,7,2011-06-24,268,268.0,268,268
Weekday,7,2011-06-27,261,261.0,261,261
Weekday,7,2011-06-28,347,347.0,347,347
Weekday,7,2011-06-29,336,336.0,336,336
Weekday,7,2011-06-30,320,320.0,320,320
Weekday,7,2011-07-01,243,243.0,243,243
Weekday,7,2011-07-04,36,36.0,36,36
Weekday,7,2011-07-05,270,270.0,270,270
Weekday,7,2011-07-06,312,312.0,312,312
Weekday,7,2011-07-07,292,292.0,292,292
Weekday,7,2011-07-08,332,332.0,332,332
Weekday,7,2011-07-11,317,317.0,317,317
Weekday,7,2011-07-12,330,330.0,330,330
Weekday,7,2011-07-13,313,313.0,313,313
Weekday,7,2011-07-14,334,334.0,334,334
Weekday,7,2011-07-15,274,274.0,274,274
Weekday,7,2011-07-18,277,277.0,277,277
Weekday,7,2011-07-19,315,315.0,315,315
Weekday,7,2011-07-20,303,303.0,303,303
Weekday,7,2011-07-21,274,274.0,274,274
Weekday,7,2011-07-22,252,252.0,252,252
Weekday,7,2011-07-25,277,277.0,277,277
Weekday,7,2011-07-26,318,318.0,318,318
Weekday,7,2011-07-27,347,347.0,347,347
Weekday,7,2011-07-28,305,305.0,305,305
Weekday,7,2011-07-29,254,254.0,254,254
Weekday,7,2011-08-01,282,282.0,282,282
Weekday,7,2011-08-02,335,335.0,335,335
Weekday,7,2011-08-03,271,271.0,271,271
Weekday,7,2011-08-04,282,282.0,282,282
Weekday,7,2011-08-05,270,270.0,270,270
Weekday,7,2011-08-08,267,267.0,267,267
Weekday,7,2011-08-09,343,343.0,343,343
Weekday,7,2011-08-10,305,305.0,305,305
Weekday,7,2011-08-11,307,307.0,307,307
Weekday,7,2011-08-12,264,264.0,264,264
Weekday,7,2011-08-15,258,258.0,258,258
Weekday,7,2011-08-16,346,346.0,346,346
Weekday,7,2011-08-17,308,308.0,308,308
Weekday,7,2011-08-18,308,308.0,308,308
Weekday,7,2011-08-19,263,263.0,263,263
Weekday,7,2011-08-22,281,281.0,281,281
Weekday,7,2011-08-23,344,344.0,344,344
Weekday,7,2011-08-24,308,308.0,308,308
Weekday,7,2011-08-25,313,313.0,313,313
Weekday,7,2011-08-26,266,266.0,266,266
Weekday,7,2011-08-29,284,284.0,284,284
Weekday,7,2011-08-30,357,357.0,357,357
Weekday,7,2011-08-31,328,328.0,328,328
Weekday,7,2011-09-01,342,342.0,342,342
Weekday,7,2011-09-02,259,259.0,259,259
Weekday,7,2011-09-05,41,41.0,41,41
Weekday,7,2011-09-06,172,172.0,172,172
Weekday,7,2011-09-07,86,86.0,86,86
Weekday,7,2011-09-08,179,179.0,179,179
Weekday,7,2011-09-09,108,108.0,108,108
Weekday,7,2011-09-12,312,312.0,312,312
Weekday,7,2011-09-13,362,362.0,362,362
Weekday,7,2011-09-14,370,370.0,370,370
Weekday,7,2011-09-15,338,338.0,338,338
Weekday,7,2011-09-16,299,299.0,299,299
Weekday,7,2011-09-19,332,332.0,332,332
Weekday,7,2011-09-20,329,329.0,329,329
Weekday,7,2011-09-21,330,330.0,330,330
Weekday,7,2011-09-22,311,311.0,311,311
Weekday,7,2011-09-23,254,254.0,254,254
Weekday,7,2011-09-26,332,332.0,332,332
Weekday,7,2011-09-27,249,249.0,249,249
Weekday,7,2011-09-28,185,185.0,185,185
Weekday,7,2011-09-29,283,283.0,283,283
Weekday,7,2011-09-30,297,297.0,297,297
Weekday,7,2011-10-03,249,249.0,249,249
Weekday,7,2011-10-04,309,309.0,309,309
Weekday,7,2011-10-05,301,301.0,301,301
Weekday,7,2011-10-06,302,302.0,302,302
Weekday,7,2011-10-07,242,242.0,242,242
Weekday,7,2011-10-10,114,114.0,114,114
Weekday,7,2011-10-11,352,352.0,352,352
Weekday,7,2011-10-12,259,259.0,259,259
Weekday,7,2011-10-13,81,81.0,81,81
Weekday,7,2011-10-14,147,147.0,147,147
Weekday,7,2011-10-17,309,309.0,309,309
Weekday,7,2011-10-18,341,341.0,341,341
Weekday,7,2011-10-19,68,68.0,68,68
Weekday,7,2011-10-20,318,318.0,318,318
Weekday,7,2011-10-21,233,233.0,233,233
Weekday,7,2011-10-24,285,285.0,285,285
Weekday,7,2011-10-25,314,314.0,314,314
Weekday,7,2011-10-26,299,299.0,299,299
Weekday,7,2011-10-27,137,137.0,137,137
Weekday,7,2011-10-28,205,205.0,205,205
Weekday,7,2011-10-31,227,227.0,227,227
Weekday,7,2011-11-01,254,254.0,254,254
Weekday,7,2011-11-02,251,251.0,251,251
Weekday,7,2011-11-03,292,292.0,292,292
Weekday,7,2011-11-04,245,245.0,245,245
Weekday,7,2011-11-07,311,311.0,311,311
Weekday,7,2011-11-08,323,323.0,323,323
Weekday,7,2011-11-09,300,300.0,300,300
Weekday,7,2011-11-10,272,272.0,272,272
Weekday,7,2011-11-11,121,121.0,121,121
Weekday,7,2011-11-14,322,322.0,322,322
Weekday,7,2011-11-15,319,319.0,319,319
Weekday,7,2011-11-16,137,137.0,137,137
Weekday,7,2011-11-17,168,168.0,168,168
Weekday,7,2011-11-18,216,216.0,216,216
Weekday,7,2011-11-21,246,246.0,246,246
Weekday,7,2011-11-22,121,121.0,121,121
Weekday,7,2011-11-23,156,156.0,156,156
Weekday,7,2011-11-24,40,40.0,40,40
Weekday,7,2011-11-25,35,35.0,35,35
Weekday,7,2011-11-28,277,277.0,277,277
Weekday,7,2011-11-29,342,342.0,342,342
Weekday,7,2011-11-30,285,285.0,285,285
Weekday,7,2011-12-01,276,276.0,276,276
Weekday,7,2011-12-02,205,205.0,205,205
Weekday,7,2011-12-05,283,283.0,283,283
Weekday,7,2011-12-06,234,234.0,234,234
Weekday,7,2011-12-07,46,46.0,46,46
Weekday,7,2011-12-08,244,244.0,244,244
Weekday,7,2011-12-09,199,199.0,199,199
Weekday,7,2011-12-12,235,235.0,235,235
Weekday,7,2011-12-13,223,223.0,223,223
Weekday,7,2011-12-14,247,247.0,247,247
Weekday,7,2011-12-15,258,258.0,258,258
Weekday,7,2011-12-16,231,231.0,231,231
Weekday,7,2011-12-19,191,191.0,191,191
Weekday,7,2011-12-20,268,268.0,268,268
Weekday,7,2011-12-21,229,229.0,229,229
Weekday,7,2011-12-22,186,186.0,186,186
Weekday,7,2011-12-23,92,92.0,92,92
Weekday,7,2011-12-26,19,19.0,19,19
Weekday,7,2011-12-27,80,80.0,80,80
Weekday,7,2011-12-28,110,110.0,110,110
Weekday,7,2011-12-29,106,106.0,106,106
Weekday,7,2011-12-30,95,95.0,95,95
Weekday,7,2012-01-02,16,16.0,16,16
Weekday,7,2012-01-03,170,170.0,170,170
Weekday,7,2012-01-04,152,152.0,152,152
Weekday,7,2012-01-05,215,215.0,215,215
Weekday,7,2012-01-06,205,205.0,205,205
Weekday,7,2012-01-09,240,240.0,240,240
Weekday,7,2012-01-10,222,222.0,222,222
Weekday,7,2012-01-11,256,256.0,256,256
Weekday,7,2012-01-12,220,220.0,220,220
Weekday,7,2012-01-13,177,177.0,177,177
Weekday,7,2012-01-16,33,33.0,33,33
Weekday,7,2012-01-17,126,126.0,126,126
Weekday,7,2012-01-18,263,263.0,263,263
Weekday,7,2012-01-19,206,206.0,206,206
Weekday,7,2012-01-20,185,185.0,185,185
Weekday,7,2012-01-23,122,122.0,122,122
Weekday,7,2012-01-24,232,232.0,232,232
Weekday,7,2012-01-25,257,257.0,257,257
Weekday,7,2012-01-26,239,239.0,239,239
Weekday,7,2012-01-27,134,134.0,134,134
Weekday,7,2012-01-30,225,225.0,225,225
Weekday,7,2012-01-31,279,279.0,279,279
Weekday,7,2012-02-01,208,208.0,208,208
Weekday,7,2012-02-02,205,205.0,205,205
Weekday,7,2012-02-03,226,226.0,226,226
Weekday,7,2012-02-06,234,234.0,234,234
Weekday,7,2012-02-07,299,299.0,299,299
Weekday,7,2012-02-08,281,281.0,281,281
Weekday,7,2012-02-09,267,267.0,267,267
Weekday,7,2012-02-10,230,230.0,230,230
Weekday,7,2012-02-13,195,195.0,195,195
Weekday,7,2012-02-14,280,280.0,280,280
Weekday,7,2012-02-15,321,321.0,321,321
Weekday,7,2012-02-16,288,288.0,288,288
Weekday,7,2012-02-17,226,226.0,226,226
Weekday,7,2012-02-20,44,44.0,44,44
Weekday,7,2012-02-21,279,279.0,279,279
Weekday,7,2012-02-22,302,302.0,302,302
Weekday,7,2012-02-23,326,326.0,326,326
Weekday,7,2012-02-24,272,272.0,272,272
Weekday,7,2012-02-27,280,280.0,280,280
Weekday,7,2012-02-28,325,325.0,325,325
Weekday,7,2012-02-29,253,253.0,253,253
Weekday,7,2012-03-01,304,304.0,304,304
Weekday,7,2012-03-02,262,262.0,262,262
Weekday,7,2012-03-05,260,260.0,260,260
Weekday,7,2012-03-06,275,275.0,275,275
Weekday,7,2012-03-07,344,344.0,344,344
Weekday,7,2012-03-08,334,334.0,334,334
Weekday,7,2012-03-09,268,268.0,268,268
Weekday,7,2012-03-12,268,268.0,268,268
Weekday,7,2012-03-13,308,308.0,308,308
Weekday,7,2012-03-14,368,368.0,368,368
Weekday,7,2012-03-15,381,381.0,381,381
Weekday,7,2012-03-16,278,278.0,278,278
Weekday,7,2012-03-19,354,354.0,354,354
Weekday,7,2012-03-20,170,170.0,170,170
Weekday,7,2012-03-21,372,372.0,372,372
Weekday,7,2012-03-22,361,361.0,361,361
Weekday,7,2012-03-23,346,346.0,346,346
Weekday,7,2012-03-26,370,370.0,370,370
Weekday,7,2012-03-27,286,286.0,286,286
Weekday,7,2012-03-28,358,358.0,358,358
Weekday,7,2012-03-29,367,367.0,367,367
Weekday,7,2012-03-30,289,289.0,289,289
Weekday,7,2012-04-02,306,306.0,306,306
Weekday,7,2012-04-03,341,341.0,341,341
Weekday,7,2012-04-04,366,366.0,366,366
Weekday,7,2012-04-05,354,354.0,354,354
Weekday,7,2012-04-06,246,246.0,246,246
Weekday,7,2012-04-09,331,331.0,331,331
Weekday,7,2012-04-10,384,384.0,384,384
Weekday,7,2012-04-11,321,321.0,321,321
Weekday,7,2012-04-12,306,306.0,306,306
Weekday,7,2012-04-13,296,296.0,296,296
Weekday,7,2012-04-16,387,387.0,387,387
Weekday,7,2012-04-17,461,461.0,461,461
Weekday,7,2012-04-18,418,418.0,418,418
Weekday,7,2012-04-19,406,406.0,406,406
Weekday,7,2012-04-20,359,359.0,359,359
Weekday,7,2012-04-23,207,207.0,207,207
Weekday,7,2012-04-24,390,390.0,390,390
Weekday,7,2012-04-25,389,389.0,389,389
Weekday,7,2012-04-26,225,225.0,225,225
Weekday,7,2012-04-27,315,315.0,315,315
Weekday,7,2012-04-30,349,349.0,349,349
Weekday,7,2012-05-01,169,169.0,169,169
Weekday,7,2012-05-02,358,358.0,358,358
